requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,x,y,endereco,cep,regional,data_licenca
73170,Aragão da Luz - EI S/A,35104698000170,Cadastrado(Aguardando Documento Digital),2024-02-02T16:32:54Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",P,M,NA,727014,7017929,"Rodovia Antônio Heil, 1300 e 1450 - Itaipava",88316000,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
73168,Fernandes da Luz S.A. Ltda.,89365701000138,Cadastrado(Aguardando Documento Digital),2024-02-02T15:43:28Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,730910.62,7023537.28,"Rua Hilda Breittenbauch, 01 - centro",88303005,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
73167,Cardoso da Mota S.A. S.A.,49680137000123,Licença concedida,2024-02-02T15:40:58Z,06/02/2024 às 18:48,07/02/2024 às 14:34,CRT/43315,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,730746.7123458022,7019752.986520464,"Rua das Cerejeiras, 174 - RESSACADA",88307833,ITAJAI (INIS),2024-02-09
73163,Santos S/A,65027931000129,Cadastrado(Aguardando Documento Digital),2024-02-02T13:58:31Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação,71.11.06,"Condomínios comerciais horizontais ou verticais localizados em municípios da Zona Costeira, assim definidos pela legislação específica, ou em municípios onde se observe pelo menos uma das seguintes condições: a) não possua Plano Diretor; b) não exista sistema de coleta e tratamento de esgoto na área objeto da atividade.",P,M,216.043.02.0380,727033.6553873274,7018318.02890317,"AVENIDA ITAIPAVA , 1194 - ITAIPAVA",88316300,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
73159,da Mota Ltda.,76439502000185,Efetuado o parecer técnico,2024-02-02T11:39:34Z,15/02/2024 às 18:46,16/02/2024 às 14:38,RSI/43541,FCEI Cadastrado,Renovação LAO,71.60.02,"ARMAZENAMENTO TEMPORÁRIO DE RESÍDUOS DE CLASSE IIA, EXCETO ELETROELETRÔNICOS E ELETRODOMÉSTICOS PÓS CONSUMO",G,P,216.096.01.0450.0000,726262.58,7014835.45,"Rua Marcos Albino, 4935 - Baia",88318991,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
73149,Dias S/A,36105274000192,FCEI cancelado,2024-02-02T10:18:00Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,71.11.02,"ATIVIDADES DE HOTELARIA LOCALIZADOS EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: a) não possua Plano Diretor, de acordo com a Lei federal nº 10.257, de 10 de julho de 2001, ou
Lei de Ordenamento Territorial;
b) não exista sistema de coleta e tratamento de esgoto na área objeto da atividade",G,M,2041750113000000000,-73.2508,7021011,"Avenida Vereador Abrahão João Francisco, 567 - Centro",88302101,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
73138,Azevedo Correia - ME - ME,87035416000123,Cadastrado(Aguardando Documento Digital),2024-02-01T18:43:12Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Autorização Ambiental,71.00.00,"SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO DE MÁQUINAS, EQUIPAMENTOS OU VEÍCULOS, COM PINTURA, EXCETO MANUTENÇÃO DE ELETRODOMÉSTICOS",U,M,204.067.02.0152.0000.000,-26.9257,-48.6559,"Rua Santina Ernestina dos Santos, 129 - Fazenda",88302440,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
73108,Costela - EI - EI,08213759000164,Cadastrado(Aguardando Documento Digital),2024-02-01T13:22:50Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação de Correção,16.10.00,"FABRICAÇÃO DE MÓVEIS DE MADEIRA, VIME E JUNCO",P,M,005004011065,729857.69,7021370.9,"Rua São Vicente, 1467 - São Vicente",88309101,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
73098,Farias - EI e Filhos,53062478000102,Efetuado o parecer técnico,2024-02-01T11:41:24Z,05/02/2024 às 13:21,05/02/2024 às 15:12,DIV/7088,FCEI Cadastrado,Licença Ambiental de Operação Parcial,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",M,M,216.130.02.1800,719527,7014756,"Rodovia Antônio Heil, 10070 - Arraial dos Cunha",88318111,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
73074,Castro Moreira e Filhos - ME,20476531000162,Efetuado o parecer técnico,2024-02-01T08:58:48Z,16/02/2024 às 17:04,16/02/2024 às 18:08,CRT/43606,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,268874.632,-48.7352,"Rodovia Jorge Lacerda, 1208 - Espinheiros",88317100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
73062,Carvalho S/A,49082135000132,Cadastrado(Aguardando Documento Digital),2024-01-31T19:52:22Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Autorização Ambiental,71.00.00,"SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO DE MÁQUINAS, EQUIPAMENTOS OU VEÍCULOS, COM PINTURA, EXCETO MANUTENÇÃO DE ELETRODOMÉSTICOS",U,M,216.005.01.0650.0002.000 - 216.005.01.0650.0001.00,-26.9468,-48.7364,"Rodovia Antônio Heil, 3815 - Itaipava",88316000,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
73035,Silva S/A,60793815000105,Licença concedida,2024-01-31T13:50:41Z,01/02/2024 às 18:54,02/02/2024 às 14:11,CRT/43171,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,725031.615,7017566.915,"Rodovia Antônio Heil, 3400 - Itaipava",88316002,ITAJAI (INIS),2024-02-15
73015,da Cruz e Filhos - ME,31054279000110,Licença concedida,2024-01-31T10:13:33Z,01/02/2024 às 18:55,Sem Equipe Formada,AGD/43172,FCEI Cadastrado,Certidão de Conformidade Ambiental,01.52.00,"CRIAÇÃO DE ANIMAIS CONFINADOS DE MÉDIO PORTE (OVINOS, CAPRINOS, ETC)",-,P,215.041.02.1700.0000.000,726094.58,7022052.59,"Rua Domingos Rampelotti, 701 - São Roque",88317600,ITAJAI (INIS),2024-02-01
73009,Almeida - ME,50946837000104,Solicitado documentação complementar,2024-01-31T09:45:58Z,15/02/2024 às 18:46,16/02/2024 às 14:32,CRT/43542,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,732589.98,7020695.68,"Rua Emílio da Cruz Coutinho, 86 - Fazenda",88302260,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72998,Caldeira S.A.,48062593000147,Efetuado o parecer técnico,2024-01-30T20:27:54Z,01/02/2024 às 13:12,01/02/2024 às 16:03,URB/9898,FCEI Cadastrado,Licença Ambiental de Operação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,NA,731323,7020931,"Avenida José Eugênio Muller, 1279 - Vila Operária",88303171,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72971,Farias Ltda.,18567390000141,FCEI cancelado,2024-01-30T15:16:06Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,33.13.19,"ESTRUTURA DE APOIO NÁUTICO - EAN I - TRAPICHE, PIER, ATRACADOURO, RAMPA DE LANÇAMENTO DE EMBARCAÇÕES E PLATAFORMA DE PESCA",M,M,NA,732691.38,7022138.82,"Avenida Prefeito Paulo Bauer, 585 - Centro",88301020,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72948,Nascimento Ltda. - ME,64378012000137,Efetuado o parecer técnico,2024-01-30T12:18:29Z,05/02/2024 às 16:18,05/02/2024 às 17:49,SAN/43251,FCEI Cadastrado,Licença Ambiental de Operação de Correção,33.13.19,"ESTRUTURA DE APOIO NÁUTICO - EAN I - TRAPICHE, PIER, ATRACADOURO, RAMPA DE LANÇAMENTO DE EMBARCAÇÕES E PLATAFORMA DE PESCA",M,M,203.067.01.0090,725971.93,7025356.69,"Rua César Augusto Dalsóquio, 1826 - Salseiros",88311500,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72925,Jesus Alves - EI S/A,67941085000183,Solicitado documentação complementar,2024-01-30T08:31:12Z,31/01/2024 às 18:52,01/02/2024 às 15:11,CRT/43122,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,-26.5627,-48.4232,"Rodovia Antônio Heil, 1001 - Itaipava",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72924,da Conceição - ME,15947862000101,Efetuado o parecer técnico,2024-01-30T08:26:15Z,16/02/2024 às 17:04,16/02/2024 às 18:20,HSP/43605,FCEI Cadastrado,Autorização Ambiental,56.11.01,"Laboratório de análises de serviços de saúde, exceto locais exclusivos de coleta",U,M,0050050306000001000,729579.884,7022913.245,"Rua Estefano José Vanolli, 295 - São Vicente",88308010,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72922,Lima S/A,04913526000113,FCEI cancelado,2024-01-30T07:28:54Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,215.008.02.0770,723619,7024211.66,"Rua Fermino Vieira Cordeiro, 3263 - Espinheiros",88317200,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72898,da Mata S/A,15962473000147,Licença indeferida,2024-01-29T15:31:14Z,30/01/2024 às 16:19,Sem Equipe Formada,CRT/43067,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,21613001850000000,-26,-6,"Rodovia Antônio Heil, 8523 - Itaipava",88318112,ITAJAI (INIS),2024-01-30
72897,Campos da Rocha Ltda. - ME,82573610000149,FCEI cancelado,2024-01-29T15:26:44Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,11.60.02,"SERRALHERIA, FABRICAÇÃO DE TANQUES, RESERVATÓRIOS E OUTROS RECIPIENTES METÁLICOS E DE ARTIGOS DE CALDEIREIRO SEM TRATAMENTO QUÍMICO SUPERFICIAL E/OU GALVANOTÉCNICO E/OU PINTURA POR ASPERSÃO E/OU ESMALTAÇÃO",G,M,21613001850000000,-26,-6,"Rodovia Antônio Heil, 8523 - Itaipava",88318112,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72893,Gomes Cavalcanti - EI S.A.,34901857000102,FCEI cancelado,2024-01-29T14:57:00Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,-26.5627,-48.4232,"Rodovia Antônio Heil, 1001 - Itaipava",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72892,Nogueira S.A.,56018397000101,Licença concedida,2024-01-29T14:49:57Z,31/01/2024 às 18:51,01/02/2024 às 15:11,CRT/43121,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,-26.5627,-48.4232,"Rodovia Antônio Heil, 1001 - Itaipava",88316001,ITAJAI (INIS),2024-02-02
72888,Pereira Freitas Ltda. e Filhos,31409825000198,FCEI cancelado,2024-01-29T14:14:29Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,-26.5627,-48.4232,"Rodovia Antônio Heil, 1001 - Itaipava",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72883,Nogueira Mendes S.A. S/A,65412837000193,Cadastrado(Aguardando Documento Digital),2024-01-29T13:44:37Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,-26.9145,4867369.98,"Rua Rosendo Claudino de Freitas, 580 - São Judas",88303360,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72882,Correia e Filhos,96420358000142,Cadastrado(Aguardando Documento Digital),2024-01-29T13:38:10Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,-26.9145,4867369.98,"Rua Rosendo Claudino de Freitas, 580 - São Judas",88303360,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72782,Sales - ME,21956703000168,Solicitado documentação complementar,2024-01-25T22:20:15Z,06/02/2024 às 18:47,07/02/2024 às 15:04,DIV/17990,FCEI Cadastrado,Ampliação LAI,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",M,M,NA,724139,7016904,"ROD ANTONIO HEIL, 4305 - ITAIPAVA",88316003,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72760,Monteiro S.A. Ltda.,69714805000101,Cadastrado(Aguardando Documento Digital),2024-01-25T15:17:55Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Instalação,71.11.06,"Condomínios comerciais horizontais ou verticais localizados em municípios da Zona Costeira, assim definidos pela legislação específica, ou em municípios onde se observe pelo menos uma das seguintes condições: a) não possua Plano Diretor; b) não exista sistema de coleta e tratamento de esgoto na área objeto da atividade.",M,M,NA,735181.25,7016360.45,"Rua Delfim Mário Pádua Peixoto, s/n - Praia Brava de Itajaí",88306806,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72697,Cardoso S/A,45392871000136,FCEI cancelado,2024-01-24T17:14:11Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Instalação,71.11.06,"Condomínios comerciais horizontais ou verticais localizados em municípios da Zona Costeira, assim definidos pela legislação específica, ou em municípios onde se observe pelo menos uma das seguintes condições: a) não possua Plano Diretor; b) não exista sistema de coleta e tratamento de esgoto na área objeto da atividade.",M,M,NA,735181.25,7016360.45,"Rua Delfim Mário Pádua Peixoto, s/n - Praia Brava de Itajaí",88306806,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72680,Fernandes Correia - ME Ltda.,74635298000142,Licença concedida,2024-01-24T15:46:56Z,26/01/2024 às 13:46,26/01/2024 às 15:14,CRT/42954,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,-26.9041,-48.6569,"Rua Manoel Vieira Garção, 77 - Centro",88301425,ITAJAI (INIS),2024-01-26
72673,Silveira Gomes - EI e Filhos,84615230000155,Licença indeferida,2024-01-24T14:45:16Z,24/01/2024 às 17:30,24/01/2024 às 18:27,CRT/42874,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,21613001850000000,-26,-6,"Rodovia Antônio Heil, 8523 - Itaipava",88318112,ITAJAI (INIS),2024-01-26
72670,da Cruz Fogaça - ME - ME,63498107000121,FCEI cancelado,2024-01-24T14:37:14Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,21613001850000000,-26,-6,"Rodovia Antônio Heil, 8523 - Itaipava",88318112,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72668,Carvalho e Filhos,96143207000194,FCEI cancelado,2024-01-24T14:28:44Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Autorização Ambiental,12.80.00,"SERVIÇO INDUSTRIAL DE USINAGEM, SOLDAS E SEMELHANTES",MP,P,NA,731128.63,7023662.44,"Rua Zacarias de Souza, 57 - Marui",88305650,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72661,Rezende da Rosa - EI - EI,09143628000110,Efetuado o parecer técnico,2024-01-24T13:56:30Z,08/02/2024 às 13:15,08/02/2024 às 16:47,URB/43379,FCEI Cadastrado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,71.11.07,"CONDOMÍNIOS DE EDIFÍCIOS DE USO MISTO (COMERCIAL, RESIDENCIAL, SERVIÇOS) LOCALIZADOS EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES",G,M,214.068.02.0850,734200,7017750,"Avenida Osvaldo Reis, 2300 - Praia Brava de Itajaí",88306600,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72659,Ribeiro S.A.,57806134000111,Efetuado o parecer técnico,2024-01-24T13:45:06Z,16/02/2024 às 17:03,16/02/2024 às 18:17,URB/43604,FCEI Cadastrado,Renovação LAI,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,NA,731189.16,7020653.43,"Rua Ulisses Machado Dutra, 78 - Dom Bosco",88303394,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72658,Carvalho S.A.,37916840000109,Efetuado o parecer técnico,2024-01-24T13:36:22Z,15/02/2024 às 13:31,15/02/2024 às 14:34,DIV/9977,FCEI Cadastrado,Licença Ambiental de Operação Parcial,71.70.10,"COMPLEXOS TURÍSTICOS E DE LAZER, INCLUSIVE PARQUES TEMÁTICOS E AUTÓDROMOS",P,M,00000000000000000000000000000000000,730630.04572875,7017089.7368644,"Rua Caianduba, s/n - canhanduba",88307770,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72645,Vieira Ltda.,54709361000130,FCEI cancelado,2024-01-24T11:24:00Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Certidão de Conformidade Ambiental,24.11.00,"BENEFICIAMENTO, FIAÇÃO E TECELAGEM DE FIBRAS TÊXTEIS VEGETAIS",-,M,NA,720380,7012981,"Rua Maria Lucilia Adami, 2264 - Paciência",88318180,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72622,Oliveira Oliveira - ME S.A.,58347926000138,Cadastrado(Aguardando Documento Digital),2024-01-24T09:01:22Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Renovação LAO,42.32.10,"COMÉRCIO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS EM POSTOS DE ABASTECIMENTO, POSTOS DE REVENDA, POSTOS FLUTUANTES E INSTALAÇÕES DE SISTEMA RETALHISTA, COM LAVAGEM E/OU LUBRIFICAÇÃO DE VEÍCULOS",M,M,NA,731551.977,7020940.111,"Rua Brusque, 786 - Centro",88303001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72603,Cavalcanti S.A. - EI,65210984000180,Licença concedida,2024-01-23T16:44:03Z,29/01/2024 às 16:25,29/01/2024 às 18:03,DIV/43020,FCEI Cadastrado,Licença Ambiental de Operação Parcial,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",P,M,NA,728054,7019134,"Rodovia BR-101, 9905 - Cidade Nova",88308605,ITAJAI (INIS),2024-02-15
72590,Mendes S.A.,43068791000102,Solicitado documentação complementar,2024-01-23T15:33:33Z,01/02/2024 às 18:55,02/02/2024 às 15:19,SAN/1677,FCEI Cadastrado,Renovação LAO,33.13.19,"ESTRUTURA DE APOIO NÁUTICO - EAN I - TRAPICHE, PIER, ATRACADOURO, RAMPA DE LANÇAMENTO DE EMBARCAÇÕES E PLATAFORMA DE PESCA",G,M,NA,729470,7025992,"Rua Annanias Caetano da Silva, 199 - Murta",88311075,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72556,Vieira da Mata Ltda. - EI,37681540000198,Cadastrado(Aguardando Documento Digital),2024-01-23T10:42:30Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação de Correção,33.13.19,"ESTRUTURA DE APOIO NÁUTICO - EAN I - TRAPICHE, PIER, ATRACADOURO, RAMPA DE LANÇAMENTO DE EMBARCAÇÕES E PLATAFORMA DE PESCA",G,M,NA,732584.92,7022245.45,"Avenida Prefeito Paulo Bauer, 412 - Centro",88301020,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72548,da Rocha S.A.,59268174000182,Licença concedida,2024-01-23T09:47:32Z,30/01/2024 às 16:19,Sem Equipe Formada,IND/43066,FCEI Cadastrado,Certidão de Conformidade Ambiental,11.90.02,"FABRICAÇÃO DE OUTROS ARTIGOS DE METAL, NÃO ESPECIFICADOS EM OUTROS CÓDIGOS, SEM TRATAMENTO QUÍMICO SUPERFICIAL OU GALVANOTÉCNICO OU PINTURA POR ASPERSÃO, OU ESMALTAÇÃO OU IMERSÃO",-,G,NA,732647.6,7021573.28,"Rua Joinville, 409 - Centro",88301410,ITAJAI (INIS),2024-01-30
72540,da Costa S/A S.A.,28710469000133,FCEI cancelado,2024-01-22T19:52:23Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Instalação,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",P,M,NA,731099.121,7023863.324,"Rua Alfredo Eicke Júnior, 900",88305610,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72534,Fogaça - ME e Filhos,04861752000106,Efetuado o parecer técnico,2024-01-22T17:54:18Z,16/02/2024 às 17:03,16/02/2024 às 18:08,CRT/43603,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,727755.17,7017861.15,"Rodovia Antônio Heil, 1001 - Itaipava",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
72524,Ferreira e Filhos,95670412000145,FCEI cancelado,2024-01-22T15:53:44Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Renovação LAO,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",G,M,203.107.01.0800,-72.946,-70.2567,"Rua Annanias Caetano da Silva, 495 - Murta",88311075,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
