requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,endereco,cep,data_licenca,grupo_codigo,grupo_processo,grupo_codigo_resumo,geometry,x,y
71968,CUNHA E FILHOS - ME,78.630.945/0001-84,Licença concedida,2024-01-10T11:47:13Z,2024-01-11T13:44:00Z,NA,SAN/42488,FCEI Cadastrado,CCA,33.30.00,Macrodrenagem,-,G,NA,"Rua Radial Leste, S/Nº - Cordeiros",88311-760,2024-01-11,Obras de Infraestrutura,SAN,Infraestrutura,"c(-5422744.95188177, -3111974.16479789)",727091.042,7021710.211
71946,CALDEIRA - EI LTDA.,20.983.146/0001-01,Solicitado documentação complementar,2024-01-09T20:36:18Z,2024-01-11T17:02:00Z,2024-01-11T18:36:00Z,URB/42509,FCEI Cadastrado,LAP,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Conselheiro Júlio Kumm, 46 - Praia Brava De Itajaí",88306-823,NA,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413505.37709345, -3117629.15752324)",735242.63,7016539.63
71942,CORREIA DA CONCEIÇÃO LTDA. E FILHOS,54.976.218/0001-05,Solicitado documentação complementar,2024-01-09T17:53:52Z,2024-01-22T13:05:00Z,2024-01-22T14:37:00Z,DIV/42749,FCEI Cadastrado,LAI,47.84.00,Terminal  rodoviário  de  carga  ,G,M,216.300.01.0300.0000.000,"Rua Pedro João Pinto, S/N - Canhanduba",88313-047,NA,Terminais de Transporte,DIV,Terminal Rod.,"c(-5420757.52620429, -3120212.16087309)",728731.36,7014367.59
71844,PINTO FARIAS LTDA. S/A,71.329.805/0001-21,Licença concedida,2024-01-08T09:48:50Z,2024-01-09T15:04:00Z,2024-01-09T15:41:00Z,CRT/42425,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Rosália Pedroni, 291 - Itaipava",88316-475,2024-01-09,NA,CRT,NA,"c(-5425844.23416917, -3116232.39339699)",724257.718,7017980.656
71823,ARAGÃO E FILHOS,90.345.827/0001-20,Licença concedida,2024-01-05T15:02:00Z,2024-01-29T12:59:00Z,2024-01-29T14:18:00Z,CRT/43003,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2040250309710001000,"Rua Lauro Muller, 950 - Fazenda",88301-401,2024-02-01,NA,CRT,NA,"c(-5416183.03285225, -3112681.35161813)",732935.4135562279,7020975.28262745
71793,CARDOSO - EI,49.532.817/0001-08,Licença concedida,2024-01-04T17:04:42Z,2024-01-10T15:05:00Z,2024-01-10T16:26:00Z,CRT/42462,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Otávio Cesário Pereira, 155 - São Vicente",88309-300,2024-01-11,NA,CRT,NA,"c(-5420217.24260683, -3110553.72995918)",729369.82,7022930.175
71713,COSTA - EI,31.705.248/0001-81,Licença concedida,2024-01-02T09:37:11Z,2024-01-02T14:27:00Z,2024-01-02T15:48:00Z,CRT/42313,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,201.038.03.0032.0000.000,"R Hercilio Luz, 530 - Centro",88301-000,2024-01-17,NA,CRT,NA,"c(-5416906.6095424, -3111807.49167044)",732304.0425751825,7021762.926927453
71705,SOUZA S.A.,91.584.620/0001-70,Licença concedida,2023-12-29T17:35:43Z,2024-01-03T14:05:00Z,NA,DIV/42332,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,202.016.01.1470,"Avenida José Eugênio Muller, 320 - Vila Operária",88303-170,2024-01-03,Terminais de Transporte,DIV,Terminal Rod.,"c(-5417924.29607216, -3111608.5059914)",731399.07,7021956.32
71662,DIAS S/A S.A.,62.375.481/0001-77,Licença concedida,2023-12-26T14:05:38Z,2023-12-28T13:18:00Z,2023-12-28T14:49:00Z,URB/37594,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,211.054.06.0320.0001.000,"Rua Pedro José João, 73 - Nossa Senhora Das Graças",88302-090,2024-01-17,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5417853.54794196, -3113035.04175325)",731438.884,7020688.893
71647,ARAGÃO S.A. E FILHOS,63.294.508/0001-60,Solicitado documentação complementar,2023-12-22T16:12:41Z,2024-01-30T13:24:00Z,2024-01-30T15:00:00Z,CRT/43052,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Cecília Brandão, 35 - Fazenda",88302-340,NA,NA,CRT,NA,"c(NaN, NaN)",NA,NA
71644,AZEVEDO - EI,03.671.285/0001-80,Licença concedida,2023-12-22T15:27:40Z,2024-01-18T17:17:00Z,2024-01-19T13:48:00Z,CRT/42682,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Domingos Rampelotti, 3501 - São Roque",88317-600,2024-01-19,NA,CRT,NA,"c(NaN, NaN)",NA,NA
71614,ARAÚJO S/A,39.684.705/0001-00,Licença concedida,2023-12-21T20:28:29Z,2023-12-27T16:31:00Z,2023-12-28T14:47:00Z,URB/42266,FCEI Cadastrado,LAO,71.11.07,Condomínios de edifícios de uso misto ,P,M,NA,"Rua Carlos Seara, 705 - Vila Operária",88303-200,2024-01-23,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5418043.21060091, -3112584.40930572)",731277,7021092
71581,FOGAÇA S/A - EI,16.743.520/0001-24,Licença concedida,2023-12-21T10:10:29Z,2023-12-27T16:30:00Z,2023-12-28T14:38:00Z,CRT/42265,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,221062011209,"Rua Heitor Liberato, 2177 - São Judas",88303-101,2024-01-11,NA,CRT,NA,"c(-5419011.7677124, -3112132.34861016)",730420.03,7021509.15
71519,PINTO - EI LTDA.,18.705.493/0001-20,Licença concedida,2023-12-20T09:37:44Z,2023-12-20T18:20:00Z,2023-12-21T16:58:00Z,CRT/42171,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Onze De Junho  , 189 - Fazenda",88301-660,2023-12-22,NA,CRT,NA,"c(-5415786.19660822, -3113661.45145607)",733273.39,7020098.771
71467,ARAGÃO - ME,70.348.526/0001-42,Licença concedida,2023-12-19T14:39:09Z,2023-12-20T13:22:00Z,2023-12-20T16:30:00Z,CRT/42150,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2120780405300000000,"Rua Arnoldo Lopes Gonzaga, 233 - Barra Do Rio",88305-570,2023-12-21,NA,CRT,NA,"c(-5418630.6026443, -3109014.27067748)",730811,7024271
71416,DA CRUZ FERREIRA - EI E FILHOS,25.671.803/0001-07,Licença concedida,2023-12-19T08:54:25Z,2024-01-04T13:59:00Z,2024-01-04T14:35:00Z,CRT/42343,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Francisco Boaventura Da Silva, 18 - Rio Do Meio",88316-076,2024-01-30,NA,CRT,NA,"c(-5422540.26593067, -3116749.13383695)",727197.012,7017469.088
71397,AZEVEDO - EI S/A,69.540.238/0001-06,Licença concedida,2023-12-18T16:26:19Z,2023-12-19T13:14:00Z,2023-12-19T19:08:00Z,CRT/42081,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,211.005.02.0796.0001.000,"Rua Heitor Liberato, 1671 - São João",88304-101,2023-12-20,NA,CRT,NA,"c(NaN, NaN)",NA,NA
71349,NASCIMENTO LTDA.,49.368.150/0001-41,Licença concedida,2023-12-18T10:07:35Z,2023-12-18T17:51:00Z,NA,DIV/42024,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,NA,"Rodovia Antônio Heil, 6305 - Arraial Dos Cunhas",88318-111,2023-12-18,Terminais de Transporte,DIV,Terminal Rod.,"c(-5427679.27427244, -3117532.68962331)",722600.15,7016856.01
71345,DA MOTA MOREIRA S/A S.A.,43.052.916/0001-06,Licença concedida,2023-12-18T09:28:06Z,2023-12-20T18:23:00Z,2023-12-21T16:58:00Z,CRT/42172,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Enedina D'avila Ferreira, 480 - Cordeiros",88310-690,2023-12-21,NA,CRT,NA,"c(-5421956.44655569, -3109967.31061401)",727827,7023479
71320,LIMA S/A,13.570.289/0001-26,Licença concedida,2023-12-15T22:01:26Z,2024-01-03T13:10:00Z,2024-01-03T15:14:00Z,CRT/42328,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,203.078.01.0571.0001.000,"Rua César Augusto Dalsóquio, 4255 - Salseiros",88311-500,2024-01-03,NA,CRT,NA,"c(-5424162.98318311, -3105794.40346705)",725924.09,7027219.67
71275,ROCHA - EI,28.074.615/0001-81,Efetuado o parecer técnico,2023-12-15T11:25:37Z,2023-12-20T13:18:00Z,2023-12-20T16:37:00Z,DIV/42147,FCEI Cadastrado,AUA,71.00.00,Serviços de reparação e manutenção de máquinas,U,M,NA,"Rua César Augusto Dalsóquio, 5480 - Salseiros",88311-500,NA,Oficina Mecânica com Pintura,DIV,Oficina Mec.,"c(-5423756.46952438, -3104579.0722659)",726306.415,7028292.457
71256,PIRES - ME,39.657.281/0001-95,Licença concedida,2023-12-15T09:20:05Z,2023-12-19T18:44:00Z,NA,IND/42101,FCEI Cadastrado,CCA,13.90.00,Montagem,-,P,NA,"Rua Alvaro Beraldi, 461 - Ressacada",88307-740,2023-12-19,Atividade Industrial,IND,Industrial,"c(-5420202.82045095, -3115852.64590123)",729296.82,7018226.69
71215,SOUZA MENDES LTDA. S.A.,58.624.970/0001-48,Efetuado o parecer técnico,2023-12-14T15:10:59Z,2024-01-03T17:14:00Z,2024-01-03T18:02:00Z,DIV/4088,FCEI Cadastrado,LAI,43.30.00,Comércio atacadista e depósitos de combustíveis e lubrificantes,M,M,2160080110000001000,"Estrada Geral Rio Do Meio,  - Rio Do Meio",88301-970,NA,Comércio Varejista e Atacadista,DIV,Posto de Abast.,"c(NaN, NaN)",NA,NA
71199,SALES - ME,81.254.097/0001-60,Licença concedida,2023-12-14T11:37:32Z,2023-12-15T19:05:00Z,2023-12-18T13:57:00Z,CRT/41958,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Antônio Heil, 1001 - Itaipava",88316-001,2023-12-20,NA,CRT,NA,"c(-5422094.09781337, -3116901.60980153)",727592.589393834,7017326.57310495
71197,DA ROSA DA LUZ E FILHOS LTDA.,37.620.941/0001-38,Efetuado o parecer técnico,2023-12-14T11:09:43Z,2023-12-19T13:15:00Z,2023-12-20T16:35:00Z,URB/42082,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,P,M,214.104.01.0168.0000.000,"Rua Conselheiro Júlio Kumm, 399 - Praia Brava",88306-823,NA,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413813.91121368, -3117622.60940394)",734967.5,7016550.6
71155,LOPES S.A.,87.094.365/0001-00,Licença concedida,2023-12-13T17:12:54Z,2023-12-21T18:45:00Z,2023-12-22T15:35:00Z,CRT/42216,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Br-101, 100 - Salseiros",88311-601,2023-12-22,NA,CRT,NA,"c(-5423719.36237895, -3104132.33457416)",726346.6744804487,7028688.620725994
71049,NASCIMENTO S.A. - ME,25.476.108/0001-86,Solicitado documentação complementar,2023-12-12T16:01:16Z,2023-12-27T16:29:00Z,2023-12-28T14:38:00Z,CRT/42263,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,215.028.01.2000.0005.000,"Rodovia Jorge Lacerda, 1010 - Espinheiros",88317-100,NA,NA,CRT,NA,"c(-5424700.66549035, -3109352.46422322)",725387.465,7024068.992
71027,NUNES - ME,50.269.183/0001-13,Licença concedida,2023-12-12T13:58:00Z,2023-12-14T18:56:00Z,2023-12-18T14:14:00Z,SAN/41909,FCEI Cadastrado,AUA,33.13.28,Canalização ou tubulação de cursos d'água em área urbana,U,M,216.059.05.1000,"Rua Basílio Domingos Gonçalves, 150 - Itaipava",88316-615,2024-01-23,Obras de Infraestrutura,SAN,Infraestrutura,"c(-5426830.11334348, -3116244.05025707)",723378,7017986
70967,RODRIGUES S/A,47.108.269/0001-50,Entregue documentação complementar,2023-12-11T17:35:04Z,2024-01-17T16:08:00Z,2024-01-17T16:22:00Z,CRT/42637,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,215.013.01.0220.0000.000,"Rua Antônio Notari, 310 - Espinheiros",88317-160,NA,NA,CRT,NA,"c(-5425188.77965743, -3109785.33781952)",724944.9151720311,7023692.487725174
70910,MONTEIRO AZEVEDO E FILHOS - ME,03.481.972/0001-33,Licença concedida,2023-12-11T10:12:57Z,2023-12-11T17:05:00Z,2023-12-11T17:32:00Z,URB/41723,FCEI Cadastrado,LAP_LAI,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"Rua Laguna, 130 - Fazenda",88301-460,2024-01-30,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5416251.41043397, -3112522.96929316)",732877,7021117
70881,REZENDE - EI,24.387.961/0001-69,Licença concedida,2023-12-09T09:54:20Z,2024-01-11T15:01:00Z,NA,IND/42496,FCEI Cadastrado,CCA,11.60.02,Serralheria,-,M,003.215.03.1500.0000.000,"Rua Francisco Reis, 785 - Cordeiros",88311-710,2024-01-11,Atividade Industrial,IND,Industrial,"c(-5422438.53137412, -3110638.05277088)",727385.951,7022891.33
70855,JESUS LTDA.,19.087.253/0001-72,Efetuado o parecer técnico,2023-12-08T16:23:07Z,2023-12-12T13:43:00Z,2023-12-13T15:36:00Z,DIV/41775,FCEI Cadastrado,AUA,71.60.13,Armazenamento temporário de resíduos classe iib,MP,P,NA,"Rua João Baptista, 491 - Salseiros",88311-495,NA,Resíduos Sólidos,DIV,Resíduo Sol.,"c(-5423658.17074282, -3108834.59961838)",726326.24,7024512.06
70776,DA CUNHA S.A. - EI,73.246.591/0001-55,Licença concedida,2023-12-07T14:15:16Z,2023-12-21T18:44:00Z,2023-12-22T16:33:00Z,URB/42215,FCEI Cadastrado,LAP_LAI,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Augusto Cugnier, 280 - Santa Regina",88317-519,2024-01-29,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426893.14744266, -3108546.86631675)",723443.23,7024819.14
70753,NASCIMENTO LTDA. S.A.,53.607.914/0001-81,Efetuado o parecer técnico,2023-12-07T10:19:10Z,2024-01-10T15:06:00Z,2024-01-10T17:53:00Z,IND/42463,FCEI Cadastrado,REN_LAO,12.80.00,Serviço industrial de usinagem,M,P,NA,"Rua Doutor Reinaldo Schmithausen, 3089 - Cordeiros",88311-480,NA,Atividade Industrial,IND,Industrial,"c(-5422587.90785169, -3109867.28429158)",727265,7023578
70701,DA LUZ - ME,03.125.487/0001-27,Licença concedida,2023-12-06T14:37:22Z,2023-12-11T15:25:00Z,2023-12-11T17:28:00Z,URB/31328,FCEI Cadastrado,LAI,71.11.07,Condomínios de edifícios de uso misto ,M,M,221.089.03.0150,"Rua José Gall, 615 - Dom Bosco",88307-102,2023-12-22,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5418801.11046639, -3113729.5626205)",730582,7020088
70651,JESUS S.A.,49.180.752/0001-70,Efetuado o parecer técnico,2023-12-05T17:32:45Z,2023-12-07T18:51:00Z,2023-12-08T17:02:00Z,URB/41624,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Israel De Almeida, 773 - São Vicente",88330-300,NA,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421687.03324767, -3112380.37907538)",728028.6,7021332.54
70625,LIMA LTDA. LTDA.,78.695.041/0001-37,Licença indeferida,2023-12-05T14:42:04Z,2023-12-11T15:18:00Z,2023-12-11T17:05:00Z,CRT/41709,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Gaspar Da Costa Moraes, 57 - São Vicente",88309-275,2023-12-13,NA,CRT,NA,"c(-5420081.15874412, -3111213.77008893)",729480.58,7022342.02
70597,CARDOSO S/A,49.387.016/0001-98,Licença concedida,2023-12-05T10:38:56Z,2023-12-07T18:52:00Z,2023-12-08T16:58:00Z,CRT/41626,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Antônio Heil, 2030 - Itaipava",88316-000,2023-12-11,NA,CRT,NA,"c(-5423408.39955855, -3116489.4539301)",726426.7,7017713.52
70570,MARTINS E FILHOS,18.054.239/0001-00,Licença indeferida,2023-12-04T20:12:00Z,2023-12-19T13:14:00Z,2023-12-19T19:08:00Z,CRT/42080,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,211068010073,"Rua Manoel Joaquim Coelho, 251 - Dom Bosco",88307-090,2023-12-20,NA,CRT,NA,"c(-5418706.64528283, -3113317.05661867)",730673.017,7020452.581
70560,MOURA S/A,35.816.942/0001-27,Licença concedida,2023-12-04T17:24:45Z,2023-12-28T18:52:00Z,2024-01-02T15:48:00Z,CRT/42282,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,005.006.01.0050.0003.000,"Rua Estefano José Vanolli, 897 - São Vicente",88309-200,2024-01-03,NA,CRT,NA,"c(NaN, NaN)",NA,NA
70530,DA CUNHA CARDOSO - EI S.A.,58.732.641/0001-10,Licença concedida,2023-12-04T13:19:56Z,2023-12-05T18:59:00Z,NA,IND/41487,FCEI Cadastrado,CCA,20.85.00,Fabricação de produtos de perfumaria e cosmético,-,P,221062011209,"Rua Heitor Liberato, 2177 - São Judas",88303-101,2023-12-05,Atividade Industrial,IND,Industrial,"c(-5419011.7677124, -3112132.34861016)",730420.03,7021509.15
70498,MOREIRA S.A. - EI,13.469.027/0001-70,Licença concedida,2023-12-02T13:34:14Z,2023-12-11T15:15:00Z,NA,DIV/41707,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,005.469.02.3950.0000.000,"Rua José Natal Cugik, 735 - São Vicente",88312-600,2023-12-11,Terminais de Transporte,DIV,Terminal Rod.,"c(-5423613.4050575, -3112663.21078741)",726305.009,7021112.574
70484,NOVAES S/A,74.910.563/0001-53,Licença concedida,2023-12-01T15:54:50Z,2023-12-04T19:06:00Z,2023-12-05T16:50:00Z,IND/41438,FCEI Cadastrado,AUA,12.80.10,Serviço industrial de usinagem,MP,M,NA,"Rua Doutor Reinaldo Schmithausen, 3900 - Cordeiros",88311-480,2024-01-15,Atividade Industrial,IND,Industrial,"c(-5423400.14977656, -3109744.59783227)",726542,7023700
70481,VIANA S/A - EI,01.295.673/0001-89,Licença concedida,2023-12-01T15:44:33Z,2023-12-06T18:48:00Z,2023-12-07T16:06:00Z,CRT/41555,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,201.010.03.0645.0019.000,"Rua Pedro Ferreira, 333 - Centro",88301-030,2023-12-08,NA,CRT,NA,"c(-5416639.4427645, -3111333.13324537)",732550.2650723876,7022179.605511335
70434,DAS NEVES E FILHOS,41.692.783/0001-07,Solicitado documentação complementar,2023-11-30T16:13:05Z,2023-12-06T18:49:00Z,2023-12-07T16:05:00Z,CRT/41558,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,214.088.01.0225.0000.000,"R.renato Melim Cunha, 530, 530 - Praia Brava",88306-802,NA,NA,CRT,NA,"c(-5413494.66714889, -3116623.13367086)",735268.9271454052,7017432.162074859
70431,SOUZA - EI,93.621.087/0001-03,Licença concedida,2023-11-30T15:27:39Z,2023-12-04T13:48:00Z,NA,DIV/41415,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,NA,"Rodovia Antônio Heil, 3000 - Itaipava",88316-000,2023-12-04,Terminais de Transporte,DIV,Terminal Rod.,"c(-5424580.62891532, -3116650.51400776)",725378.36,7017589.43
70430,DIAS MORAES E FILHOS - ME,12.496.803/0001-68,Licença concedida,2023-11-30T15:21:40Z,2023-12-05T13:34:00Z,2023-12-05T16:50:00Z,CRT/41472,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Vereador Abílio Otávio Do Canto, 25 - Ressacada",88307-390,2023-12-05,NA,CRT,NA,"c(-5418419.98944597, -3113839.55601325)",730920.285,7019984.126
70426,NUNES S/A,62.091.537/0001-61,Solicitado documentação complementar,2023-11-30T14:54:57Z,2023-12-06T18:49:00Z,2023-12-07T16:42:00Z,URB/41557,FCEI Cadastrado,LAP,71.11.08,Parcelamento do solo urbano condomínio de lotes para fins residenciais,G,M,216098010050,"Rua Benjamin Dagnoni, 2891 - Rio Do Meio",88316-100,NA,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5422490.57306166, -3118815.14936084)",727208.13,7015635.12
70278,MOURA E FILHOS,40.716.298/0001-55,Licença concedida,2023-11-28T11:26:56Z,2023-12-12T15:40:00Z,2023-12-12T17:28:00Z,CRT/41785,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rod Jorge Lacerda, 350 - Salseiros",88317-100,2023-12-13,NA,CRT,NA,"c(-5423982.0412997, -3109408.19877804)",726028,7024008
70260,LOPES REZENDE - ME S/A,10.429.385/0001-60,Efetuado o parecer técnico,2023-11-28T09:40:54Z,2023-12-01T17:20:00Z,2023-12-04T14:15:00Z,URB/41396,FCEI Cadastrado,LAP_LAI,71.11.07,Condomínios de edifícios de uso misto ,G,M,NA,"Rua Luci Canziani, Sn - Praia Brava De Itajaí",88306-700,NA,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5414093.1365077, -3116630.14650039)",734734.887,7017435.94
70256,MONTEIRO S/A S.A.,28.174.956/0001-29,Licença concedida,2023-11-28T09:21:50Z,2023-11-29T16:55:00Z,2023-11-29T18:36:00Z,CRT/41311,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Avenida Joca Brandão, 369 - Centro",88301-441,2023-12-01,NA,CRT,NA,"c(-5416393.62833884, -3112360.89117816)",732752.75,7021263.22
70145,GONÇALVES S.A. E FILHOS,84.901.537/0001-12,Licença concedida,2023-11-24T15:59:23Z,2023-12-06T18:49:00Z,2023-12-07T16:07:00Z,CRT/41556,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Enedina D'avila Ferreira, 509 - Cordeiros",88310-690,2023-12-08,NA,CRT,NA,"c(-5421906.88672788, -3109991.38017846)",727870.847,7023456.83
70144,GOMES COSTA S.A. - ME,09.461.835/0001-13,Licença Cancelada,2023-11-24T15:53:50Z,2023-11-29T16:54:00Z,2023-11-29T18:36:00Z,CRT/41309,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Vereador Abílio Otávio Do Canto, 25 - Ressacada",88307-390,NA,NA,CRT,NA,"c(-5418419.98944597, -3113839.55601325)",730920.285,7019984.126
70138,CORREIA S.A.,54.962.708/0001-52,Licença concedida,2023-11-24T14:17:23Z,2023-12-13T12:59:00Z,2023-12-13T15:40:00Z,CRT/41833,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2120780405300000000,"Rua Arnoldo Lopes Gonzaga, 493 - Imaruí",88305-570,2023-12-13,NA,CRT,NA,"c(-5418630.6026443, -3109014.27067748)",730811,7024271
70104,LIMA TEIXEIRA - ME - EI,43.629.517/0001-57,Licença concedida,2023-11-24T09:42:28Z,2024-02-07T13:20:00Z,NA,DIV/43338,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,5194011400000000,"Rodovia Br-101,  - Canhanduba",88313-001,2024-02-07,Terminais de Transporte,DIV,Terminal Rod.,"c(-5421932.68455114, -3113992.8674284)",727783.4282779894,7019905.300011375
70092,BARBOSA DA COSTA S/A E FILHOS,48.157.269/0001-02,Efetuado o parecer técnico,2023-11-24T06:35:52Z,2023-11-28T16:47:00Z,2023-11-29T18:27:00Z,DIV/41268,FCEI Cadastrado,AUA,71.60.13,Armazenamento temporário de resíduos classe iib,MP,P,216.072.02.1100.0000.000,"Rua Libório Cunha, 710 - Itaipava",88316-720,NA,Resíduos Sólidos,DIV,Resíduo Sol.,"c(NaN, NaN)",NA,NA
70085,GONÇALVES - EI,53.702.986/0001-08,Licença concedida,2023-11-23T17:42:32Z,2024-01-11T13:06:00Z,2024-01-11T14:09:00Z,CRT/42485,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Avenida Mário Uriarte, 805 - Cordeiros",88310-697,2024-01-15,NA,CRT,NA,"c(-5422027.3061189, -3110996.09880167)",727747.210615982,7022566.838645912
70058,MOREIRA S.A. S/A,43.650.287/0001-08,Efetuado o parecer técnico,2023-11-23T13:26:53Z,2024-01-15T13:35:00Z,2024-01-15T14:57:00Z,URB/42543,FCEI Cadastrado,LAO,71.11.07,Condomínios de edifícios de uso misto ,G,M,NA,"Alvaro Beraldi, 460 - Canhanduba",88307-740,NA,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420249.63377485, -3116002.08557185)",729252.6316241663,7018094.837632444
70051,DIAS S.A. - EI,19.725.460/0001-05,Licença concedida,2023-11-23T11:51:17Z,2023-12-01T16:59:00Z,2023-12-04T13:55:00Z,CRT/41395,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,318324,"Avenida Osvaldo Reis, 3281 - Praia Brava",88306-773,2023-12-20,NA,CRT,NA,"c(-5415261.53010678, -3117392.26568206)",733679.9118345346,7016779.120093439
70040,DA LUZ E FILHOS,03.127.985/0001-09,Licença concedida,2023-11-23T10:50:37Z,2023-11-27T13:37:00Z,2023-11-27T18:31:00Z,CRT/41189,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,11.058.03.1000.0000.000,"Av Vereador Abrahao Joao Francisco, 2000 - Dom Bosco",88307-300,2023-11-28,NA,CRT,NA,"c(-5417995.13618894, -3113400.05133055)",731306.57,7020367.24
